,carat,cut,cut_ord,color,clarity,clarity_ord,,
1056,1.06,Very Good,3,E,SI1,3,,5485.08
1057,1.41,Ideal,5,J,VS1,4,,9199.83
1058,0.3,Premium,4,H,VS1,4,,-296.7
1059,0.79,Very Good,3,I,SI1,3,,3213.57
1060,0.37,Good,2,H,SI1,3,,-477.99
1061,0.62,Premium,4,G,SI1,3,,1941.46
1062,0.7,Very Good,3,I,VS2,5,,3364.4
1063,0.39,Very Good,3,E,VVS2,6,,1210.37
1064,1.12,Premium,4,G,VVS2,6,,7509.96
1065,1.14,Very Good,3,E,IF,8,,8428.12
1066,0.9,Ideal,5,H,VS1,4,,4909.2
1067,0.5,Very Good,3,D,SI2,2,,319.8
1068,0.75,Ideal,5,D,SI2,2,,2739.25
1069,0.38,Ideal,5,F,VVS2,6,,1442.44
1070,1.07,Good,2,J,VS2,5,,6319.11
1071,0.34,Very Good,3,D,SI2,2,,-1026.28
1072,1.25,Ideal,5,E,SI2,2,,6945.75
1073,0.9,Fair,1,F,SI1,3,,3822.8
1074,2.74,Very Good,3,J,SI2,2,,19164.92
1075,0.71,Very Good,3,E,VS2,5,,3448.53
1076,0.33,Ideal,5,G,VS1,4,,113.79
1077,0.91,Very Good,3,H,VS2,5,,5131.13
1078,0.33,Very Good,3,G,VVS2,6,,705.59
1079,0.4,Very Good,3,E,SI1,3,,-67.5
1080,1.11,Premium,4,F,SI1,3,,6063.83
1081,0.24,Good,2,F,VVS1,7,,244.32
1082,1.01,Very Good,3,G,SI1,3,,5064.43
1083,0.31,Very Good,3,H,VS1,4,,-370.67
1084,0.34,Very Good,3,F,VVS2,6,,789.72
1085,0.64,Ideal,5,E,VS1,4,,2721.82
1086,1.01,Very Good,3,F,SI2,2,,4610.43
1087,0.7,Very Good,3,F,SI1,3,,2456.4
1088,1.11,Very Good,3,J,SI1,3,,5905.73
1089,0.7,Very Good,3,E,VS1,4,,2910.4
1090,0.43,Ideal,5,G,VS1,4,,955.09
1091,0.91,Ideal,5,G,VS1,4,,4993.33
1092,0.94,Very Good,3,D,SI2,2,,4021.52
1093,0.3,Premium,4,G,IF,8,,1519.3
1094,0.31,Ideal,5,D,VS2,5,,399.53
1095,1.51,Very Good,3,G,VS2,5,,10178.93
1096,1.04,Premium,4,D,VS1,4,,5928.92
1097,0.38,Ideal,5,H,VS1,4,,534.44
1098,1.01,Good,2,F,VS2,5,,5814.33
1099,0.5,Fair,1,G,VS1,4,,911.6
1100,0.52,Ideal,5,G,SI2,2,,804.26
1101,1.05,Ideal,5,J,VS1,4,,6171.15
1102,1.54,Ideal,5,G,VVS2,6,,11201.52
1103,1,Premium,4,I,VS1,4,,5592.4
1104,1.52,Very Good,3,H,SI1,3,,9355.06
1105,1.12,Very Good,3,F,SI1,3,,5989.86
1106,0.73,Ideal,5,G,VS1,4,,3478.99
1107,1.08,Good,2,G,SI2,2,,5041.24
1108,0.36,Ideal,5,F,VS2,5,,820.18
1109,1.01,Ideal,5,F,VS1,4,,5834.63
1110,0.55,Ideal,5,H,SI1,3,,1510.65
1111,0.9,Good,2,G,VS2,5,,4888.9
1112,0.43,Ideal,5,G,VVS1,7,,2317.09
1113,0.54,Ideal,5,I,SI2,2,,972.52
1114,0.6,Premium,4,E,SI1,3,,1773.2
1115,1.2,Premium,4,H,SI1,3,,6821
1116,0.53,Good,2,F,VVS2,6,,2230.09
1117,3.01,Fair,1,H,I1,1,,20666.23
1118,0.58,Ideal,5,H,SI1,3,,1763.04
1119,0.63,Ideal,5,D,SI1,3,,2183.69
1120,0.52,Premium,4,I,VVS1,7,,2916.16
1121,1.07,Very Good,3,G,VS1,4,,6023.21
1122,0.3,Very Good,3,G,VVS1,7,,907.2
1123,1.13,Good,2,F,SI2,2,,5461.89
1124,0.51,Good,2,H,VS2,5,,1607.83
1125,0.23,Good,2,E,VVS2,6,,-293.81
1126,0.46,Ideal,5,E,VVS1,7,,2569.48
1127,0.33,Ideal,5,E,SI1,3,,-340.21
1128,2.05,Premium,4,E,SI2,2,,13518.05
1129,0.3,Very Good,3,H,VS1,4,,-454.8
1130,0.69,Fair,1,G,VS1,4,,2510.07
1131,0.3,Ideal,5,F,IF,8,,1677.4
1132,0.41,Ideal,5,D,SI2,2,,-121.17
1133,0.9,Ideal,5,G,SI2,2,,4001.2
1134,0.41,Premium,4,F,VS1,4,,628.73
1135,1.01,Very Good,3,E,VS2,5,,5972.43
1136,0.57,Very Good,3,G,SI1,3,,1362.71
1137,1.22,Very Good,3,H,VS1,4,,7285.16
1138,0.31,Premium,4,F,I1,1,,-1574.57
1139,0.73,Ideal,5,E,VS2,5,,3932.99
1140,0.53,Ideal,5,G,VS2,5,,2250.39
1141,0.3,Very Good,3,D,VS2,5,,-0.8
1142,0.53,Very Good,3,D,VS1,4,,1480.19
1143,0.71,Very Good,3,H,SI1,3,,2540.53
1144,0.54,Premium,4,E,VS2,5,,2176.42
1145,0.41,Premium,4,E,VS1,4,,628.73
1146,0.9,Ideal,5,E,SI2,2,,4001.2
1147,1.03,Very Good,3,F,SI2,2,,4778.69
1148,1.08,Premium,4,F,SI1,3,,5811.44
1149,0.32,Premium,4,D,VVS1,7,,1233.56
1150,0.43,Good,2,E,SI1,3,,26.79
1151,0.7,Ideal,5,H,SI1,3,,2772.6
1152,0.74,Ideal,5,F,VVS1,7,,4925.12
1153,1.5,Premium,4,G,VVS2,6,,10706.9
1154,0.34,Ideal,5,F,VVS1,7,,1559.92
1155,0.57,Ideal,5,G,VS1,4,,2132.91
1156,1,Good,2,F,SI1,3,,4822.2
1157,0.7,Ideal,5,F,VS2,5,,3680.6
1158,1.01,Ideal,5,E,SI1,3,,5380.63
1159,0.25,Premium,4,H,VVS1,7,,644.65
1160,0.53,Ideal,5,E,VVS1,7,,3158.39
1161,0.96,Very Good,3,E,VS2,5,,5551.78
1162,1.25,Ideal,5,H,VS2,5,,8307.75
1163,0.73,Ideal,5,E,SI2,2,,2570.99
1164,0.34,Very Good,3,E,SI1,3,,-572.28
1165,0.74,Premium,4,D,SI1,3,,2951.02
1166,1.11,Very Good,3,H,SI1,3,,5905.73
1167,0.54,Ideal,5,E,VVS2,6,,2788.52
1168,0.95,Very Good,3,G,VS1,4,,5013.65
1169,0.41,Ideal,5,I,VVS1,7,,2148.83
1170,0.28,Very Good,3,H,VVS1,7,,738.94
1171,0.34,Premium,4,H,VVS1,7,,1401.82
1172,1.64,Premium,4,G,VS2,5,,11430.72
1173,0.71,Ideal,5,I,IF,8,,5126.73
1174,0.74,Very Good,3,D,VS2,5,,3700.92
1175,0.74,Ideal,5,G,VVS2,6,,4471.12
1176,0.6,Premium,4,H,SI1,3,,1773.2
1177,0.44,Ideal,5,D,VS1,4,,1039.22
1178,0.79,Very Good,3,F,SI1,3,,3213.57
1179,0.58,Ideal,5,I,SI1,3,,1763.04
1180,1,Good,2,E,VVS2,6,,6184.2
1181,0.34,Ideal,5,G,VS1,4,,197.92
1182,0.31,Premium,4,F,VVS1,7,,1149.43
1183,0.31,Good,2,E,SI1,3,,-982.77
1184,1.81,Very Good,3,I,VS1,4,,12248.83
1185,0.3,Premium,4,G,VS1,4,,-296.7
1186,2.19,Premium,4,J,SI2,2,,14695.87
1187,0.91,Ideal,5,G,SI2,2,,4085.33
1188,0.37,Ideal,5,G,VS2,5,,904.31
1189,1.57,Premium,4,G,VS2,5,,10841.81
1190,1,Premium,4,I,SI2,2,,4684.4
1191,1.09,Ideal,5,H,SI1,3,,6053.67
1192,0.31,Good,2,I,VS1,4,,-528.77
1193,0.5,Very Good,3,D,VS2,5,,1681.8
1194,0.41,Premium,4,E,VS1,4,,628.73
1195,1.23,Ideal,5,H,SI1,3,,7231.49
1196,1.09,Premium,4,I,SI1,3,,5895.57
1197,0.4,Ideal,5,I,VS1,4,,702.7
1198,0.42,Ideal,5,J,VS1,4,,870.96
1199,1.02,Ideal,5,G,SI1,3,,5464.76
1200,1,Very Good,3,F,SI2,2,,4526.3
1201,0.26,Very Good,3,G,VS2,5,,-337.32
1202,0.23,Good,2,G,VVS1,7,,160.19
1203,0.46,Premium,4,I,IF,8,,2865.38
1204,0.4,Good,2,E,SI2,2,,-679.6
1205,2.05,Ideal,5,G,SI2,2,,13676.15
1206,0.41,Ideal,5,E,VVS1,7,,2148.83
1207,2.03,Ideal,5,J,VS2,5,,14869.89
1208,2.28,Ideal,5,I,SI2,2,,15611.14
1209,0.72,Very Good,3,F,VVS1,7,,4440.66
1210,1.52,Good,2,I,VS2,5,,10104.96
1211,1.51,Premium,4,F,VS2,5,,10337.03
1212,1.14,Very Good,3,J,SI1,3,,6158.12
1213,0.51,Ideal,5,F,VS1,4,,1628.13
1214,0.3,Ideal,5,I,SI2,2,,-1046.6
1215,0.31,Premium,4,G,VS2,5,,241.43
1216,1.5,Very Good,3,D,SI1,3,,9186.8
1217,0.52,Ideal,5,E,VS2,5,,2166.26
1218,0.7,Fair,1,D,SI1,3,,2140.2
1219,0.3,Ideal,5,E,VVS1,7,,1223.4
1220,0.5,Fair,1,F,SI1,3,,457.6
1221,1.54,Premium,4,H,VS2,5,,10589.42
1222,1.2,Ideal,5,D,SI1,3,,6979.1
1223,0.79,Very Good,3,E,SI2,2,,2759.57
1224,1.2,Good,2,E,VS2,5,,7412.8
1225,2.01,Premium,4,E,SI1,3,,13635.53
1226,0.72,Very Good,3,H,VS1,4,,3078.66
1227,1.1,Very Good,3,E,SI2,2,,5367.6
1228,0.23,Very Good,3,E,VVS2,6,,-135.71
1229,0.94,Ideal,5,F,I1,1,,3883.72
1230,2.16,Very Good,3,H,SI2,2,,14285.38
1231,0.27,Very Good,3,E,VVS2,6,,200.81
1232,0.35,Ideal,5,E,SI1,3,,-171.95
1233,0.38,Ideal,5,G,VS1,4,,534.44
1234,1.21,Very Good,3,F,VS1,4,,7201.03
1235,0.3,Premium,4,E,VVS2,6,,611.3
1236,0.56,Ideal,5,D,VS2,5,,2502.78
1237,0.3,Good,2,H,SI2,2,,-1520.9
1238,1.01,Premium,4,D,SI1,3,,5222.53
1239,0.34,Ideal,5,D,VS2,5,,651.92
1240,0.32,Premium,4,E,VVS1,7,,1233.56
1241,1.01,Very Good,3,D,SI2,2,,4610.43
1242,0.31,Premium,4,E,SI1,3,,-666.57
1243,0.51,Ideal,5,G,SI1,3,,1174.13
1244,0.36,Premium,4,E,VS1,4,,208.08
1245,0.5,Premium,4,D,SI1,3,,931.9
1246,0.21,Premium,4,E,SI2,2,,-1961.87
1247,0.9,Very Good,3,H,SI1,3,,4139
1248,1.03,Premium,4,E,SI2,2,,4936.79
1249,0.37,Ideal,5,F,SI1,3,,-3.69
1250,0.5,Premium,4,F,SI1,3,,931.9
1251,1.01,Very Good,3,G,VS1,4,,5518.43
1252,0.84,Good,2,G,VS2,5,,4384.12
1253,0.76,Very Good,3,G,VS2,5,,3869.18
1254,0.23,Very Good,3,E,VVS1,7,,318.29
1255,1.03,Premium,4,H,VS2,5,,6298.79
1256,0.9,Good,2,I,VS2,5,,4888.9
1257,0.32,Ideal,5,F,VVS1,7,,1391.66
1258,0.55,Ideal,5,F,VS2,5,,2418.65
1259,1.55,Premium,4,G,SI1,3,,9765.55
1260,0.35,Ideal,5,D,VS2,5,,736.05
1261,1.51,Very Good,3,G,VS1,4,,9724.93
1262,0.38,Ideal,5,F,VS2,5,,988.44
1263,0.33,Very Good,3,I,VVS2,6,,705.59
1264,0.31,Ideal,5,G,IF,8,,1761.53
1265,0.3,Ideal,5,F,VS2,5,,315.4
1266,1.22,Ideal,5,H,VS1,4,,7601.36
1267,0.4,Premium,4,F,VS1,4,,544.6
1268,1.51,Very Good,3,J,I1,1,,8362.93
1269,1.01,Good,2,F,SI2,2,,4452.33
1270,0.51,Good,2,E,SI1,3,,699.83
1271,0.32,Premium,4,F,VVS1,7,,1233.56
1272,1.28,Ideal,5,H,SI2,2,,7198.14
1273,0.33,Ideal,5,D,SI2,2,,-794.21
1274,1.11,Ideal,5,E,VS2,5,,7129.93
1275,2.21,Premium,4,G,SI2,2,,14864.13
1276,0.43,Good,2,F,SI1,3,,26.79
1277,0.7,Premium,4,G,IF,8,,4884.5
1278,0.25,Very Good,3,F,IF,8,,940.55
1279,0.5,Good,2,H,VS2,5,,1523.7
1280,0.24,Good,2,F,VS1,4,,-1117.68
1281,0.3,Premium,4,E,SI1,3,,-750.7
1282,1.11,Very Good,3,H,SI2,2,,5451.73
1283,1.02,Fair,1,I,SI2,2,,4378.36
1284,0.31,Ideal,5,G,VVS1,7,,1307.53
1285,0.39,Ideal,5,G,VS1,4,,618.57
1286,0.5,Premium,4,E,VS2,5,,1839.9
1287,0.7,Ideal,5,F,SI1,3,,2772.6
1288,0.32,Very Good,3,G,SI1,3,,-740.54
1289,0.3,Very Good,3,H,VS1,4,,-454.8
1290,0.41,Ideal,5,G,VVS2,6,,1694.83
1291,1.33,Fair,1,G,SI2,2,,6986.39
1292,0.3,Ideal,5,I,VVS1,7,,1223.4
1293,1.51,Premium,4,F,VS2,5,,10337.03
1294,0.38,Ideal,5,F,VVS1,7,,1896.44
1295,0.23,Very Good,3,D,VS2,5,,-589.71
1296,0.74,Ideal,5,G,VS2,5,,4017.12
1297,1.2,Very Good,3,H,SI2,2,,6208.9
1298,1.52,Ideal,5,G,SI1,3,,9671.26
1299,1.01,Ideal,5,G,VS2,5,,6288.63
1300,0.44,Ideal,5,E,VS2,5,,1493.22
1301,1.2,Premium,4,G,SI1,3,,6821
1302,1.3,Good,2,J,SI2,2,,6892.1
1303,0.31,Premium,4,H,SI1,3,,-666.57
1304,1.2,Ideal,5,G,VVS2,6,,8341.1
1305,0.79,Premium,4,D,SI1,3,,3371.67
1306,1.05,Ideal,5,F,VVS1,7,,7533.15
1307,0.7,Premium,4,G,SI2,2,,2160.5
1308,0.3,Very Good,3,J,VS2,5,,-0.8
1309,1.25,Ideal,5,G,VVS2,6,,8761.75
1310,2.07,Very Good,3,J,VS2,5,,14890.21
1311,1.52,Premium,4,F,VS2,5,,10421.16
1312,0.31,Ideal,5,G,VS2,5,,399.53
1313,0.94,Ideal,5,F,SI2,2,,4337.72
1314,0.27,Very Good,3,E,VS2,5,,-253.19
1315,0.32,Ideal,5,G,IF,8,,1845.66
1316,0.35,Ideal,5,F,VS1,4,,282.05
1317,1.2,Ideal,5,F,VVS1,7,,8795.1
1318,1.51,Premium,4,E,SI1,3,,9429.03
1319,0.4,Ideal,5,G,VS2,5,,1156.7
1320,0.33,Premium,4,G,VVS2,6,,863.69
1321,1.51,Very Good,3,I,IF,8,,11540.93
1322,0.72,Premium,4,J,I1,1,,1874.76
1323,0.84,Very Good,3,G,VS2,5,,4542.22
1324,1.06,Very Good,3,F,SI1,3,,5485.08
1325,1.01,Premium,4,F,VS2,5,,6130.53
1326,0.38,Ideal,5,F,VVS2,6,,1442.44
1327,0.72,Ideal,5,H,VS1,4,,3394.86
1328,1.61,Very Good,3,E,SI2,2,,9658.23
1329,1.5,Very Good,3,J,VS1,4,,9640.8
1330,0.78,Good,2,J,SI1,3,,2971.34
1331,0.69,Fair,1,G,SI2,2,,1602.07
1332,0.32,Ideal,5,E,VS2,5,,483.66
1333,0.51,Ideal,5,H,VVS2,6,,2536.13
1334,0.34,Ideal,5,F,VS1,4,,197.92
1335,1.49,Very Good,3,F,I1,1,,8194.67
1336,0.5,Premium,4,F,VS1,4,,1385.9
1337,0.9,Good,2,E,SI1,3,,3980.9
1338,2.2,Premium,4,J,VS1,4,,15688
1339,0.51,Premium,4,G,VVS2,6,,2378.03
1340,2.38,Premium,4,H,SI1,3,,16748.34
1341,0.9,Premium,4,D,SI2,2,,3843.1
1342,1.05,Ideal,5,H,SI1,3,,5717.15
1343,0.61,Premium,4,I,VS2,5,,2765.33
1344,0.71,Very Good,3,H,VVS1,7,,4356.53
1345,1.01,Ideal,5,J,SI1,3,,5380.63
1346,0.4,Premium,4,H,VS2,5,,998.6
1347,0.57,Premium,4,E,SI2,2,,1066.81
1348,1.74,Ideal,5,J,SI1,3,,11522.12
1349,0.37,Very Good,3,D,VS2,5,,588.11
1350,0.53,Fair,1,E,SI1,3,,709.99
1351,2.4,Fair,1,J,SI2,2,,15988.3
1352,0.71,Premium,4,E,SI1,3,,2698.63
1353,0.71,Fair,1,D,VS2,5,,3132.33
1354,0.51,Very Good,3,F,VS1,4,,1311.93
1355,0.95,Fair,1,J,SI1,3,,4243.45
1356,0.32,Good,2,F,VS2,5,,9.36
1357,0.31,Premium,4,J,VS2,5,,241.43
1358,0.9,Good,2,E,SI1,3,,3980.9
1359,0.51,Ideal,5,G,VVS2,6,,2536.13
1360,1.7,Premium,4,G,VS2,5,,11935.5
1361,0.31,Premium,4,E,VS2,5,,241.43
1362,0.5,Very Good,3,E,VS2,5,,1681.8
1363,1.55,Very Good,3,D,SI2,2,,9153.45
1364,1.01,Very Good,3,E,SI1,3,,5064.43
1365,1.01,Very Good,3,E,SI1,3,,5064.43
1366,1.18,Ideal,5,I,SI1,3,,6810.84
1367,0.3,Ideal,5,F,VVS1,7,,1223.4
1368,0.76,Very Good,3,H,SI1,3,,2961.18
1369,0.92,Good,2,D,SI1,3,,4149.16
1370,0.72,Fair,1,H,SI2,2,,1854.46
1371,1.5,Very Good,3,D,VS2,5,,10094.8
1372,1.01,Ideal,5,H,SI1,3,,5380.63
1373,1.1,Ideal,5,H,SI1,3,,6137.8
1374,0.34,Very Good,3,F,SI2,2,,-1026.28
1375,0.53,Ideal,5,E,SI1,3,,1342.39
1376,1.6,Premium,4,J,SI1,3,,10186.2
1377,0.31,Ideal,5,H,SI1,3,,-508.47
1378,0.31,Ideal,5,E,VS1,4,,-54.47
1379,1.5,Good,2,H,VS2,5,,9936.7
1380,1.02,Good,2,E,SI2,2,,4536.46
1381,1.01,Ideal,5,F,SI1,3,,5380.63
1382,0.4,Ideal,5,F,VVS2,6,,1610.7
1383,0.4,Ideal,5,E,VS2,5,,1156.7
1384,1.12,Premium,4,H,SI1,3,,6147.96
1385,0.31,Premium,4,H,SI1,3,,-666.57
1386,1.52,Premium,4,G,VVS2,6,,10875.16
1387,1.6,Ideal,5,I,SI2,2,,9890.3
1388,2,Premium,4,G,SI1,3,,13551.4
1389,0.58,Ideal,5,E,VS1,4,,2217.04
1390,2.06,Very Good,3,J,SI1,3,,13898.08
1391,0.56,Ideal,5,E,SI1,3,,1594.78
1392,0.51,Very Good,3,I,VS1,4,,1311.93
1393,1.01,Premium,4,H,VS2,5,,6130.53
1394,0.5,Very Good,3,J,VS2,5,,1681.8
1395,1.51,Ideal,5,G,VS1,4,,10041.13
1396,0.8,Premium,4,F,SI2,2,,3001.8
1397,0.52,Premium,4,G,VVS2,6,,2462.16
1398,1.48,Good,2,G,IF,8,,11130.44
1399,0.31,Ideal,5,D,VS2,5,,399.53
1400,1.01,Ideal,5,D,SI2,2,,4926.63
1401,0.32,Very Good,3,H,SI1,3,,-740.54
1402,0.51,Premium,4,E,VS1,4,,1470.03
1403,0.71,Premium,4,H,SI2,2,,2244.63
1404,0.61,Very Good,3,I,VS2,5,,2607.23
1405,1.69,Premium,4,J,I1,1,,10035.37
1406,0.57,Ideal,5,E,VVS2,6,,3040.91
1407,1.22,Good,2,G,SI2,2,,6219.06
1408,1.38,Premium,4,J,SI1,3,,8335.34
1409,1.18,Ideal,5,I,VS1,4,,7264.84
1410,0.51,Ideal,5,G,VVS2,6,,2536.13
1411,1.7,Ideal,5,D,SI2,2,,10731.6
1412,0.4,Good,2,F,I1,1,,-1133.6
1413,0.71,Ideal,5,F,VS1,4,,3310.73
1414,0.93,Good,2,G,SI1,3,,4233.29
1415,0.39,Very Good,3,I,VVS2,6,,1210.37
1416,1.01,Ideal,5,G,VVS2,6,,6742.63
1417,1.6,Premium,4,G,VS2,5,,11094.2
1418,0.32,Ideal,5,G,VVS1,7,,1391.66
1419,0.32,Good,2,D,SI2,2,,-1352.64
1420,1,Very Good,3,E,SI2,2,,4526.3
1421,0.57,Ideal,5,E,VS2,5,,2586.91
1422,1,Premium,4,H,SI1,3,,5138.4
1423,0.53,Ideal,5,G,VVS2,6,,2704.39
1424,1.56,Premium,4,H,VS1,4,,10303.68
1425,0.5,Premium,4,G,VS1,4,,1385.9
1426,1.06,Ideal,5,G,VS2,5,,6709.28
1427,0.33,Premium,4,H,VS1,4,,-44.31
1428,0.9,Very Good,3,G,VVS2,6,,5501
1429,1,Premium,4,F,SI1,3,,5138.4
1430,0.31,Ideal,5,I,VVS1,7,,1307.53
1431,1.24,Ideal,5,H,SI2,2,,6861.62
1432,1.01,Ideal,5,D,VS2,5,,6288.63
1433,1.02,Ideal,5,G,VS1,4,,5918.76
1434,1.01,Premium,4,E,SI1,3,,5222.53
1435,0.53,Very Good,3,F,SI2,2,,572.19
1436,0.53,Ideal,5,D,VS2,5,,2250.39
1437,1.58,Premium,4,F,SI2,2,,9563.94
1438,1.04,Premium,4,D,VVS2,6,,6836.92
1439,0.32,Ideal,5,E,IF,8,,1845.66
1440,0.58,Premium,4,G,VS2,5,,2512.94
1441,1.2,Ideal,5,E,VVS1,7,,8795.1
1442,1.07,Premium,4,F,SI2,2,,5273.31
1443,1.06,Very Good,3,F,SI1,3,,5485.08
1444,0.53,Ideal,5,G,VS2,5,,2250.39
1445,0.33,Ideal,5,F,VVS2,6,,1021.79
1446,0.7,Very Good,3,E,SI1,3,,2456.4
1447,1.21,Premium,4,G,VS2,5,,7813.13
1448,0.3,Very Good,3,D,SI1,3,,-908.8
1449,0.52,Ideal,5,H,SI1,3,,1258.26
1450,1.16,Good,2,F,SI2,2,,5714.28
1451,0.73,Very Good,3,G,SI1,3,,2708.79
1452,2.02,Ideal,5,J,VS2,5,,14785.76
1453,0.37,Ideal,5,G,VS1,4,,450.31
1454,1.01,Very Good,3,G,SI1,3,,5064.43
1455,0.52,Ideal,5,D,VS2,5,,2166.26
1456,0.7,Good,2,E,VS2,5,,3206.3
1457,0.4,Ideal,5,D,VVS1,7,,2064.7
1458,1,Good,2,E,VS2,5,,5730.2
1459,1.21,Ideal,5,E,SI1,3,,7063.23
1460,1.08,Ideal,5,F,VS2,5,,6877.54
1461,0.4,Ideal,5,F,VVS1,7,,2064.7
1462,0.9,Very Good,3,F,VS2,5,,5047
1463,0.41,Ideal,5,I,VVS2,6,,1694.83
1464,1,Very Good,3,J,SI2,2,,4526.3
1465,0.5,Very Good,3,E,SI1,3,,773.8
1466,1.19,Ideal,5,G,VVS1,7,,8710.97
1467,0.5,Very Good,3,E,SI1,3,,773.8
1468,0.3,Premium,4,D,VS2,5,,157.3
1469,2.01,Good,2,F,SI2,2,,12865.33
1470,0.32,Ideal,5,E,VVS2,6,,937.66
1471,0.43,Ideal,5,F,VVS1,7,,2317.09
1472,0.31,Ideal,5,D,SI1,3,,-508.47
1473,2.07,Premium,4,J,VS2,5,,15048.31
1474,1.03,Ideal,5,E,SI1,3,,5548.89
1475,0.7,Very Good,3,D,VS2,5,,3364.4
1476,2.02,Very Good,3,G,SI2,2,,13107.56
1477,0.57,Very Good,3,J,IF,8,,3632.71
1478,1.13,Ideal,5,H,SI1,3,,6390.19
1479,0.51,Very Good,3,G,VS2,5,,1765.93
1480,0.27,Ideal,5,I,IF,8,,1425.01
1481,1.5,Premium,4,D,VS2,5,,10252.9
1482,1.03,Very Good,3,D,SI2,2,,4778.69
1483,1.51,Very Good,3,I,SI2,2,,8816.93
1484,0.72,Ideal,5,H,VVS1,7,,4756.86
1485,1.71,Premium,4,I,VS2,5,,12019.63
1486,0.4,Very Good,3,D,VS2,5,,840.5
1487,1.51,Very Good,3,F,VVS2,6,,10632.93
1488,0.5,Ideal,5,H,SI1,3,,1090
1489,1.14,Premium,4,F,SI1,3,,6316.22
1490,0.33,Ideal,5,E,VS2,5,,567.79
1491,1.6,Premium,4,F,SI1,3,,10186.2
1492,0.3,Good,2,E,VS2,5,,-158.9
1493,0.73,Ideal,5,E,SI1,3,,3024.99
1494,0.59,Very Good,3,G,SI1,3,,1530.97
1495,0.47,Ideal,5,H,VS2,5,,1745.61
1496,0.4,Premium,4,G,VVS2,6,,1452.6
1497,0.3,Ideal,5,F,VS2,5,,315.4
1498,1.01,Very Good,3,H,VVS2,6,,6426.43
1499,0.72,Very Good,3,E,SI1,3,,2624.66
1500,0.63,Ideal,5,E,VS1,4,,2637.69
1501,1.53,Ideal,5,F,VS1,4,,10209.39
1502,0.4,Good,2,F,VS2,5,,682.4
1503,1.2,Fair,1,G,I1,1,,5438.7
1504,0.78,Ideal,5,F,SI1,3,,3445.64
1505,0.27,Premium,4,E,VS1,4,,-549.09
1506,0.92,Very Good,3,D,SI1,3,,4307.26
1507,0.34,Ideal,5,E,IF,8,,2013.92
1508,0.26,Very Good,3,F,VVS1,7,,570.68
1509,1.05,Ideal,5,H,SI1,3,,5717.15
1510,0.4,Very Good,3,F,VVS1,7,,1748.5
1511,2.01,Very Good,3,I,VVS2,6,,14839.43
1512,1.05,Ideal,5,I,SI1,3,,5717.15
1513,0.3,Ideal,5,E,VVS1,7,,1223.4
1514,0.47,Very Good,3,F,VVS2,6,,1883.41
1515,1.02,Good,2,D,VS1,4,,5444.46
1516,1.59,Premium,4,G,SI1,3,,10102.07
1517,1,Very Good,3,E,SI2,2,,4526.3
1518,2.15,Ideal,5,I,SI2,2,,14517.45
1519,0.4,Very Good,3,E,SI1,3,,-67.5
1520,1.01,Premium,4,E,VS1,4,,5676.53
1521,1.6,Ideal,5,G,SI1,3,,10344.3
1522,2.01,Ideal,5,G,SI1,3,,13793.63
1523,0.3,Ideal,5,E,VS2,5,,315.4
1524,0.42,Ideal,5,D,VVS2,6,,1778.96
1525,0.4,Very Good,3,F,VVS1,7,,1748.5
1526,0.76,Very Good,3,H,VS2,5,,3869.18
1527,0.41,Ideal,5,F,VS2,5,,1240.83
1528,0.56,Ideal,5,H,VVS1,7,,3410.78
1529,0.7,Good,2,F,SI1,3,,2298.3
1530,2.29,Premium,4,G,SI2,2,,15537.17
1531,1.05,Fair,1,I,VS1,4,,5538.75
1532,1.52,Very Good,3,H,VVS2,6,,10717.06
1533,0.4,Very Good,3,H,VVS1,7,,1748.5
1534,1.2,Premium,4,G,SI2,2,,6367
1535,0.26,Ideal,5,I,VS2,5,,-21.12
1536,1.74,Ideal,5,F,SI1,3,,11522.12
1537,0.71,Fair,1,D,VS2,5,,3132.33
1538,1.22,Ideal,5,H,SI2,2,,6693.36
1539,0.41,Premium,4,E,VS1,4,,628.73
1540,0.31,Fair,1,G,VS1,4,,-686.87
1541,1.01,Good,2,E,SI1,3,,4906.33
1542,1.02,Very Good,3,E,SI1,3,,5148.56
1543,1.23,Premium,4,I,SI2,2,,6619.39
1544,0.63,Good,2,F,VS1,4,,2163.39
1545,0.75,Ideal,5,E,SI2,2,,2739.25
1546,0.43,Very Good,3,G,VVS1,7,,2000.89
1547,1.24,Ideal,5,H,SI1,3,,7315.62
1548,0.5,Premium,4,G,VS1,4,,1385.9
1549,1.01,Ideal,5,D,VVS2,6,,6742.63
1550,0.31,Premium,4,E,SI2,2,,-1120.57
1551,0.7,Very Good,3,E,VS2,5,,3364.4
1552,0.38,Premium,4,I,SI2,2,,-531.66
1553,2.29,Premium,4,G,SI2,2,,15537.17
1554,0.85,Fair,1,I,SI1,3,,3402.15
1555,0.32,Ideal,5,E,VS1,4,,29.66
1556,1.01,Very Good,3,G,VS2,5,,5972.43
1557,0.31,Ideal,5,G,VVS2,6,,853.53
1558,0.52,Premium,4,E,VS2,5,,2008.16
1559,0.4,Ideal,5,D,VVS2,6,,1610.7
1560,0.7,Very Good,3,H,VS2,5,,3364.4
1561,1.31,Premium,4,D,VVS1,7,,9562.43
1562,0.5,Premium,4,G,VVS2,6,,2293.9
1563,1.5,Premium,4,H,VS2,5,,10252.9
